Title,Type,Episodes,Status,Start airing,End airing,Starting season,Broadcast time,Producers,Licensors,Studios,Sources,Genres,Duration,Rating,Score,Scored by,Members,Favorites
Shingeki no Kyojin Season 2,TV,12,Finished Airing,4/1/2017,6/17/2017,Spring,6,"{production i.g,dentsu,mainichi broadcasting system,pony canyon,kodansha,mad box,shingeki no kyojin team,pony canyon enterprise}",{funimation},Wit Studio,Manga,"{action,military,mystery,super power,drama,fantasy,shounen}",24,R,8.48,336379,630365,7295
Yuu☆Yuu☆Hakusho,TV,112,Finished Airing,10/10/1992,1/7/1995,Fall,null,"{yomiko advertising,fuji tv}",{funimation},Studio Pierrot,Manga,"{action,comedy,demons,supernatural,martial arts,shounen}",24,PG-13,8.48,134005,268699,10852
Barakamon,TV,12,Finished Airing,7/6/2014,9/28/2014,Summer,0,"{vap,nippon television network}",{funimation},Kinema Citrus,Web manga,"{comedy,slice of life}",22,PG-13,8.47,174106,323201,7312
Chihayafuru 2,TV,25,Finished Airing,1/12/2013,6/29/2013,Winter,null,"{vap,nippon television network}",{sentai filmworks},Madhouse,Manga,"{drama,game,josei,school,slice of life,sports}",22,PG-13,8.47,62080,113133,1104
Detective Conan: Episode One - The Great Detective Turned Small,Special,1,Finished Airing,12/9/2016,null,null,null,null,{tms entertainment},-,Manga,"{adventure,mystery,comedy,police,shounen}",93,PG-13,8.47,4174,9952,35
Hunter x Hunter,TV,62,Finished Airing,10/16/1999,3/31/2001,Fall,6,{fuji tv},{viz media},Nippon Animation,Manga,"{action,adventure,shounen,super power}",23,PG-13,8.47,113656,226092,5874
Kaze no Tani no Nausicaä,Movie,1,Finished Airing,3/11/1984,null,null,null,{topcraft},"{walt disney studios,gkids}","Studio Ghibli,Studio Hibari",Manga,"{adventure,fantasy}",117,PG-13,8.47,117922,186030,2489
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Movie,1,Finished Airing,10/26/2013,null,null,null,"{aniplex,mainichi broadcasting system,movic,nitroplus,madoka partners,houbunsha}",{aniplex of america},Shaft,Original,"{psychological,drama,magic,thriller}",116,PG-13,8.47,111189,186395,4857
Uchuu Senkan Yamato 2199,OVA,26,Finished Airing,5/25/2012,10/25/2013,null,null,"{production i.g,bandai visual,olm,lantis,shochiku,bandai,tohokushinsha film corporation,bandai namco games,voyager entertainment}",{funimation},"Xebec,AIC",Original,"{action,military,sci-fi,space,drama}",25,PG-13,8.47,20679,62524,1218
Ghost in the Shell: Stand Alone Complex,TV,26,Finished Airing,10/1/2002,10/1/2003,Fall,null,"{bandai visual,dentsu,victor entertainment,kodansha,trilogy future studio,tokuma shoten,nippon television network}","{bandai entertainment,manga entertainment}",Production I.G,Manga,"{action,military,sci-fi,police,mecha,seinen}",25,R,8.46,109470,249745,6700
Mahou Shoujo Madoka★Magica,TV,12,Finished Airing,1/7/2011,4/22/2011,Winter,5,"{aniplex,mainichi broadcasting system,movic,nitroplus,madoka partners,houbunsha}",{aniplex of america},Shaft,Original,"{drama,magic,psychological,thriller}",24,PG-13,8.46,375469,626360,34059
Major S6,TV,25,Finished Airing,4/3/2010,9/25/2010,Spring,null,{nhk},null,SynergySP,Manga,"{comedy,drama,sports}",24,PG-13,8.46,19653,32650,301
Major: World Series,OVA,2,Finished Airing,12/16/2011,1/18/2012,null,null,null,null,SynergySP,Manga,"{comedy,drama,sports}",28,PG-13,8.46,10773,18511,70
Mononoke,TV,12,Finished Airing,7/13/2007,9/28/2007,Summer,null,{fuji tv},{flatiron film company},Toei Animation,Original,"{mystery,historical,horror,demons,psychological,supernatural,fantasy,seinen}",22,R,8.46,36530,124063,3669
Evangelion: 2.0 You Can (Not) Advance,Movie,1,Finished Airing,7/27/2009,null,null,null,"{gainax,klockworx}",{funimation},Khara,Original,"{action,sci-fi,mecha}",112,PG-13,8.45,140291,233076,2169
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,Movie,1,Finished Airing,10/13/2012,null,null,null,"{aniplex,mainichi broadcasting system,movic,nitroplus,madoka partners,houbunsha}",{aniplex of america},Shaft,Original,"{drama,magic,psychological,thriller}",109,PG-13,8.45,57792,112164,399
Psycho-Pass,TV,22,Finished Airing,10/12/2012,3/22/2013,Fall,5,"{dentsu,fuji tv,nitroplus,sony music entertainment,kyoraku industrial holdings}",{funimation},Production I.G,Original,"{action,police,psychological,sci-fi}",23,R,8.45,371623,738746,23873
Romeo no Aoi Sora,TV,33,Finished Airing,1/15/1995,12/17/1995,Winter,0,null,null,Nippon Animation,Novel,"{adventure,drama,historical,slice of life}",23,PG-13,8.45,7807,21721,304
Tonari no Totoro,Movie,1,Finished Airing,4/16/1988,null,null,null,{studio fantasia},"{walt disney studios,gkids}",Studio Ghibli,Original,"{adventure,comedy,supernatural}",86,G,8.45,258432,398533,4155
Fate/Zero,TV,13,Finished Airing,10/2/2011,12/25/2011,Fall,0,"{aniplex,nitroplus,seikaisha,notes}",{aniplex of america},ufotable,Novel,"{action,supernatural,magic,fantasy}",28,R,8.44,369489,655870,20802
Katanagatari,TV,12,Finished Airing,1/26/2010,12/11/2010,Winter,2,"{aniplex,lantis,kodansha,movic,fuji tv}","{nis america, inc.}",White Fox,Light novel,"{action,adventure,historical,martial arts,romance}",50,R,8.44,116992,282048,7728
Kino no Tabi: The Beautiful World,TV,13,Finished Airing,4/8/2003,7/8/2003,Spring,2,"{wowow,genco,pony canyon,studio wombat,chara-ani.com,ascii media works}","{adv films,sentai filmworks}",A.C.G.T.,Light novel,"{action,adventure,slice of life,psychological}",24,R,8.44,50527,145067,4600
Magi: The Kingdom of Magic,TV,25,Finished Airing,10/6/2013,3/30/2014,Fall,null,"{aniplex,dentsu,shogakukan productions,mainichi broadcasting system,movic,gyao!}",{aniplex of america},A-1 Pictures,Manga,"{action,adventure,magic,fantasy,shounen}",25,PG-13,8.44,199016,366430,5502
Owarimonogatari,TV,12,Finished Airing,10/4/2015,12/20/2015,Fall,0,{aniplex},{aniplex of america},Shaft,Light novel,"{mystery,comedy,supernatural,vampire}",26,R,8.44,87374,188126,1160
Re:Zero kara Hajimeru Isekai Seikatsu,TV,25,Finished Airing,4/4/2016,9/19/2016,Spring,1,"{tv tokyo,media factory,kadokawa shoten,at-x,magic capsule,memory-tech,hakuhodo dy music & pictures}",{funimation},White Fox,Light novel,"{psychological,drama,thriller,fantasy}",25,R,8.44,428106,702832,26703
Sakamichi no Apollon,TV,12,Finished Airing,4/13/2012,6/29/2012,Spring,5,"{dentsu,fuji tv,toho,dax production,sony music entertainment}",{sentai filmworks},"Tezuka Productions,MAPPA",Manga,"{drama,josei,music,romance,school}",22,PG-13,8.44,93142,190875,4577
Shirobako,TV,24,Finished Airing,10/9/2014,3/26/2015,Fall,4,"{sotsu,movic,warner bros.,klockworx,showgate,infinite}",{sentai filmworks},P.A. Works,Original,"{comedy,drama}",24,PG-13,8.44,73211,218499,4530
Steins;Gate: Oukoubakko no Poriomania,Special,1,Finished Airing,2/22/2012,null,null,null,null,{funimation},White Fox,Visual novel,"{sci-fi,comedy,thriller}",24,PG-13,8.44,141569,216684,510
3-gatsu no Lion,TV,22,Finished Airing,10/8/2016,3/18/2017,Fall,6,"{aniplex,dentsu,nhk,hakusensha,asmik ace entertainment,toy's factory}",{aniplex of america},Shaft,Manga,"{game,slice of life,drama,seinen}",25,PG-13,8.43,63979,186639,3767
Boku no Hero Academia,TV,13,Finished Airing,4/3/2016,6/26/2016,Spring,0,"{dentsu,mainichi broadcasting system,movic,toho animation,shueisha}",{funimation},Bones,Manga,"{action,comedy,school,shounen,super power}",24,PG-13,8.43,475605,735530,18491
Doukyuusei (Movie),Movie,1,Finished Airing,2/20/2016,null,null,null,"{aniplex,half h.p studio}",{aniplex of america},A-1 Pictures,Manga,"{slice of life,romance,school,shounen ai}",1,PG-13,8.43,30759,64112,1514
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,Movie,1,Finished Airing,10/14/2017,null,null,null,"{aniplex,notes}",{aniplex of america},ufotable,Visual novel,"{action,fantasy,magic,supernatural}",2,R,8.43,8087,98539,551
Kemono no Souja Erin,TV,50,Finished Airing,1/10/2009,12/26/2009,Winter,null,{nhk},null,"Production I.G,Trans Arts",Novel,"{drama,fantasy,slice of life}",25,PG-13,8.43,12179,48681,1089
Megalo Box,TV,13,Currently Airing,4/6/2018,null,Spring,5,null,null,TMS Entertainment,Original,"{action,slice of life,sports,drama,shounen}",24,R,8.43,9652,64180,143
Ookami to Koushinryou II,TV,12,Finished Airing,7/9/2009,9/24/2009,Summer,null,"{imagin,flying dog}",{funimation},"Brain's Base,Marvy Jack",Light novel,"{adventure,historical,romance,fantasy}",24,PG-13,8.43,159676,272629,3162
Diamond no Ace: Second Season,TV,51,Finished Airing,4/6/2015,3/28/2016,Spring,1,"{tv tokyo,sotsu}",null,"Production I.G,Madhouse",Manga,"{comedy,sports,school,shounen}",24,PG-13,8.42,28869,56825,606
Girls & Panzer Movie,Movie,1,Finished Airing,11/21/2015,null,null,null,"{bandai visual,lantis,movic,showgate,graphinica,q-tec,hakuhodo dy music & pictures,hakuhodo dy media partners}",{sentai filmworks},Actas,Original,"{sports,military,school}",2,PG-13,8.42,22123,44646,739
Noragami Aragoto,TV,13,Finished Airing,10/3/2015,12/26/2015,Fall,6,"{dentsu,shochiku,kodansha,ai addiction,avex pictures,a-sketch}",{funimation},Bones,Manga,"{action,adventure,comedy,supernatural,shounen}",24,PG-13,8.42,317284,532173,6972
Shingeki no Kyojin: Kuinaki Sentaku,OVA,2,Finished Airing,12/9/2014,4/9/2015,null,null,null,null,Wit Studio,Manga,"{action,fantasy,shoujo}",27,R,8.42,88536,156438,923
Cowboy Bebop: Tengoku no Tobira,Movie,1,Finished Airing,9/1/2001,null,null,null,"{sunrise,bandai visual}",{sony pictures entertainment},Bones,Original,"{action,space,drama,mystery,sci-fi}",114,R,8.41,110230,178172,699
Detective Conan Movie 06: The Phantom of Baker Street,Movie,1,Finished Airing,4/20/2002,null,null,null,null,{funimation},TMS Entertainment,Manga,"{adventure,mystery,police,shounen}",107,PG-13,8.41,23382,37737,105
Fate/stay night: Unlimited Blade Works 2nd Season,TV,13,Finished Airing,4/5/2015,6/28/2015,Spring,0,"{aniplex,notes}",{aniplex of america},ufotable,Visual novel,"{action,supernatural,magic,fantasy}",23,R,8.41,211270,329759,3925
JoJo no Kimyou na Bouken (TV),TV,26,Finished Airing,10/6/2012,4/6/2013,Fall,6,"{yomiko advertising,warner bros.,klockworx}",{viz media},David Production,Manga,"{action,adventure,supernatural,vampire,shounen}",24,R,8.41,183016,331608,12354
Natsume Yuujinchou: Itsuka Yuki no Hi ni,OVA,1,Finished Airing,2/1/2014,null,null,null,"{aniplex,nihon ad systems}",null,Brain's Base,Manga,"{drama,fantasy,shoujo,slice of life,supernatural}",23,PG-13,8.41,19093,40885,70
Nodame Cantabile,TV,23,Finished Airing,1/12/2007,6/15/2007,Winter,5,"{dentsu,genco,kodansha,fuji tv,magic capsule,sony music entertainment,fuji pacific music publishing}",null,J.C.Staff,Manga,"{music,slice of life,comedy,drama,romance,josei}",22,PG-13,8.41,86715,197168,4438
Shelter,Music,1,Finished Airing,10/18/2016,null,null,null,{half h.p studio},{crunchyroll},A-1 Pictures,Music,"{sci-fi,music}",6,G,8.41,106502,155084,1712
Natsume Yuujinchou,TV,13,Finished Airing,7/8/2008,9/30/2008,Summer,2,"{aniplex,nihon ad systems,tv tokyo music,sony music entertainment}","{nis america, inc.}",Brain's Base,Manga,"{slice of life,supernatural,drama,fantasy,shoujo}",24,PG-13,8.4,106982,282680,10137
One Outs,TV,25,Finished Airing,10/8/2008,4/1/2009,Fall,null,"{vap,nippon television network}",null,Madhouse,Manga,"{sports,psychological,seinen}",23,PG-13,8.4,58238,114215,2275
Rurouni Kenshin: Meiji Kenkaku Romantan,TV,94,Finished Airing,1/10/1996,9/8/1998,Winter,3,"{aniplex,sme visual works,fuji tv}",{media blasters},"Studio Gallop,Studio Deen",Manga,"{action,adventure,comedy,historical,romance,samurai}",25,PG-13,8.4,134692,272924,8067
Stranger: Mukou Hadan,Movie,1,Finished Airing,9/29/2007,null,null,null,"{bandai visual,shochiku,sony music entertainment,hakuhodo dy media partners}","{funimation,bandai entertainment}",Bones,Original,"{action,adventure,historical,samurai}",103,R,8.4,91993,171565,2050
Toradora!,TV,25,Finished Airing,10/2/2008,3/26/2009,Fall,4,"{genco,starchild records,magic capsule,yomiuri advertising,tv tokyo music}","{nis america, inc.}",J.C.Staff,Light novel,"{slice of life,comedy,romance,school}",24,PG-13,8.4,549537,896003,34946
Tsubasa: Tokyo Revelations,OVA,3,Finished Airing,11/16/2007,3/17/2008,null,null,{kodansha},{funimation},Production I.G,Manga,"{action,adventure,drama,romance,fantasy,shounen}",30,R,8.4,35216,66786,827
Hunter x Hunter OVA,OVA,8,Finished Airing,1/17/2002,4/17/2002,null,null,null,null,Nippon Animation,Manga,"{action,adventure,shounen,super power}",24,PG-13,8.39,39528,67143,266
Kono Sekai no Katasumi ni,Movie,1,Finished Airing,11/12/2016,null,null,null,"{genco,animatsu entertainment}",{shout! factory},MAPPA,Manga,"{historical,drama,seinen}",126,PG-13,8.39,13543,47636,274
Nanatsu no Taizai: Imashime no Fukkatsu,TV,24,Currently Airing,1/13/2018,null,Winter,6,"{aniplex,dentsu,kodansha,movic,sammy}",null,A-1 Pictures,Manga,"{action,adventure,supernatural,magic,fantasy,shounen}",24,PG-13,8.39,38440,195000,1333
Hunter x Hunter: Greed Island Final,OVA,14,Finished Airing,3/3/2004,8/18/2004,null,null,null,null,Nippon Animation,Manga,"{action,adventure,shounen,super power}",24,PG-13,8.38,42914,71267,194
Major S1,TV,26,Finished Airing,11/13/2004,5/21/2005,Fall,6,"{shogakukan productions,nhk}",null,Studio Hibari,Manga,"{comedy,sports,drama,shounen}",25,PG-13,8.38,28492,53242,896
Natsume Yuujinchou Go Specials,Special,2,Finished Airing,3/22/2017,4/26/2017,null,null,null,null,Shuka,Manga,"{slice of life,supernatural,drama,fantasy,shoujo}",23,PG-13,8.39,6406,15838,31
Tenkuu no Shiro Laputa,Movie,1,Finished Airing,8/2/1986,null,null,null,{tokuma shoten},"{walt disney studios,gkids}",Studio Ghibli,Original,"{adventure,fantasy,romance,sci-fi}",125,PG,8.38,129674,202359,1784
Versailles no Bara,TV,40,Finished Airing,10/10/1979,9/3/1980,Fall,3,{nippon television network},{nozomi entertainment},Tokyo Movie Shinsha,Manga,"{military,historical,drama,romance,shoujo}",23,PG-13,8.38,13901,43561,1635
Beck,TV,26,Finished Airing,10/7/2004,3/31/2005,Fall,4,"{marvelous,starchild records,asatsu dk,kodansha}",{funimation},Madhouse,Manga,"{comedy,drama,music,shounen,slice of life}",25,R,8.37,86406,183100,5722
Gintama: Shiroyasha Koutan,Special,1,Finished Airing,9/21/2008,null,null,null,null,null,Sunrise,Manga,"{action,sci-fi,comedy,historical,parody}",10,PG-13,8.37,18831,35860,63
Hajime no Ippo: Champion Road,Special,1,Finished Airing,4/18/2003,null,null,null,null,{geneon entertainment usa},Madhouse,Manga,"{comedy,shounen,sports}",90,PG-13,8.37,40483,63644,147
Kuroko no Basket,TV,25,Finished Airing,4/8/2012,9/22/2012,Spring,0,"{bandai visual,lantis,nihon ad systems,mainichi broadcasting system,banpresto,shueisha,bs11}",null,Production I.G,Manga,"{comedy,school,shounen,sports}",24,PG-13,8.37,284359,476414,15279
Major S3,TV,26,Finished Airing,1/6/2007,6/30/2007,Winter,null,{nhk},null,Studio Hibari,Manga,"{drama,shounen,sports}",25,PG-13,8.37,24788,37890,262
Yuru Camp△,TV,12,Finished Airing,1/4/2018,3/22/2018,Winter,4,"{at-x,sony music communications,mages.,81 produce,bs11,furyu,crunchyroll sc anime fund}",null,C-Station,Manga,"{slice of life,comedy}",23,PG-13,8.36,37329,102553,1473
Bakemonogatari,TV,15,Finished Airing,7/3/2009,6/25/2010,Summer,5,"{aniplex,kodansha}",{aniplex of america},Shaft,Light novel,"{romance,supernatural,mystery,vampire}",24,R,8.36,349832,654360,26866
Detective Conan Movie 13: The Raven Chaser,Movie,1,Finished Airing,4/18/2009,null,null,null,"{shogakukan productions,tms entertainment}",null,Tokyo Movie Shinsha,Manga,"{action,police,mystery,shounen}",111,PG-13,8.36,16839,29037,45
Kono Subarashii Sekai ni Shukufuku wo! 2,TV,10,Finished Airing,1/12/2017,3/16/2017,Winter,4,"{kadokawa shoten,nippon columbia,klockworx,sony music communications,toranoana,81 produce,kadokawa media house}",null,Studio Deen,Light novel,"{adventure,comedy,parody,supernatural,magic,fantasy}",23,PG-13,8.36,246091,404426,4515
Major S2,TV,26,Finished Airing,12/10/2005,6/10/2006,Winter,null,{nhk},null,Studio Hibari,Manga,"{comedy,drama,shounen,sports}",25,PG-13,8.36,25982,39407,226
Planetes,TV,26,Finished Airing,10/4/2003,4/17/2004,Fall,6,"{bandai visual,nhk}",{bandai entertainment},Sunrise,Manga,"{drama,romance,sci-fi,seinen,space}",25,PG-13,8.36,45838,136984,2847
Toki wo Kakeru Shoujo,Movie,1,Finished Airing,7/15/2006,null,null,null,"{kadokawa shoten,bandai,memory-tech,happinet pictures}","{funimation,bandai entertainment,kadokawa pictures usa}",Madhouse,Novel,"{sci-fi,adventure,drama,romance}",98,PG,8.36,246367,405476,4362
Higurashi no Naku Koro ni Kai,TV,24,Finished Airing,7/6/2007,12/18/2007,Summer,5,"{geneon universal entertainment,frontier works,sotsu,movic}",{sentai filmworks},Studio Deen,Visual novel,"{mystery,psychological,supernatural,thriller}",24,R,8.35,145909,268568,5173
Kuroshitsuji: Book of Murder,OVA,2,Finished Airing,1/28/2015,2/25/2015,null,null,{dena},{funimation},A-1 Pictures,Manga,"{comedy,demons,fantasy,historical,mystery,shounen,supernatural}",58,R,8.35,50555,105385,849
Nodame Cantabile Finale,TV,11,Finished Airing,1/15/2010,3/26/2010,Winter,5,"{fuji tv,sony music entertainment}",null,J.C.Staff,Manga,"{comedy,josei,music,romance}",22,PG-13,8.35,47615,84094,379
Tsuki ga Kirei,TV,12,Finished Airing,4/7/2017,6/30/2017,Spring,5,"{sotsu,mainichi broadcasting system,flying dog}",{funimation},feel.,Original,"{romance,school}",24,PG-13,8.35,74102,164996,3264
Ballroom e Youkoso,TV,24,Finished Airing,7/9/2017,12/17/2017,Summer,0,"{dentsu,mainichi broadcasting system,pony canyon,kodansha,movic,bandai namco games,toy's factory,animatic}",{ponycan usa},Production I.G,Manga,"{comedy,sports,drama,romance,school,shounen}",24,PG-13,8.34,47410,117877,1329
Danshi Koukousei no Nichijou,TV,12,Finished Airing,1/10/2012,3/27/2012,Winter,2,"{tv tokyo,square enix,trinity sound,happinet pictures}","{nis america, inc.}",Sunrise,Web manga,"{slice of life,comedy,school}",24,PG-13,8.34,187709,367420,7919
Fate/stay night: Unlimited Blade Works,TV,12,Finished Airing,10/12/2014,12/28/2014,Fall,0,"{aniplex,notes}",{aniplex of america},ufotable,Visual novel,"{action,supernatural,magic,fantasy}",28,R,8.34,252124,413554,7776
Gin no Saji 2nd Season,TV,11,Finished Airing,1/10/2014,3/28/2014,Winter,5,"{aniplex,dentsu,fuji tv,kyoraku industrial holdings}",{aniplex of america},A-1 Pictures,Manga,"{comedy,school,shounen,slice of life}",24,PG-13,8.34,53951,86839,439
Hachimitsu to Clover II,TV,12,Finished Airing,6/30/2006,9/15/2006,Summer,5,"{genco,fuji tv,sony music entertainment,shueisha}",{viz media},J.C.Staff,Manga,"{drama,josei,romance,slice of life}",23,PG-13,8.34,38246,71305,857
K-On! Movie,Movie,1,Finished Airing,12/3/2011,null,null,null,"{pony canyon,animation do}",{sentai filmworks},Kyoto Animation,4-koma manga,"{music,slice of life,comedy}",110,PG-13,8.34,87990,149580,1203
Kuroshitsuji: Book of Circus,TV,10,Finished Airing,7/11/2014,9/12/2014,Summer,5,"{aniplex,square enix,mainichi broadcasting system,movic,dena}",{funimation},A-1 Pictures,Manga,"{comedy,demons,fantasy,historical,shounen,supernatural}",24,R,8.34,91529,175650,2470
Ookami to Koushinryou,TV,13,Finished Airing,1/9/2008,3/26/2008,Winter,3,"{victor entertainment,pony canyon,movic,kadokawa pictures japan}","{funimation,kadokawa pictures usa}",Imagin,Light novel,"{adventure,fantasy,historical,romance}",24,PG-13,8.34,224395,437422,13099
Ouran Koukou Host Club,TV,26,Finished Airing,4/5/2006,9/27/2006,Spring,3,"{vap,hakusensha,nippon television network}",{funimation},Bones,Manga,"{comedy,harem,romance,school,shoujo}",23,PG-13,8.34,332239,533592,23968
Gintama: Shinyaku Benizakura-hen,Special,1,Finished Airing,12/15/2010,null,null,null,null,null,Sunrise,Manga,"{action,comedy,historical,parody,samurai,sci-fi,shounen}",11,PG-13,8.33,8553,19678,35
Mahoutsukai no Yome,TV,24,Finished Airing,10/8/2017,3/25/2018,Fall,0,"{production i.g,shochiku,flying dog,mag garden}",{funimation},Wit Studio,Manga,"{slice of life,fantasy,magic,shounen}",24,PG-13,8.33,87162,318438,4020
